restaurant_name,original_location,awards,top_tags,price_level,cuisines,vegan_options,gluten_free,open_days_per_week,avg_rating,total_reviews_count,excellent,food,service,atmosphere
Restaurante Hotel Market,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2013, Certificate of Excellence 2012","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,7.0,3.5,458,27,3.5,3.5,4.0
Vinitus Madrid-Barcelona,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019","Mid-range, European, Catalan, Vegetarian Friendly",€€-€€€,"European, Catalan",Y,Y,7.0,4.5,254,81,4.5,4.5,
"PETIT BANGKOK calle vallirana,29","[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011","Mid-range, Asian, Thai, Vegetarian Friendly",€€-€€€,"Asian, Thai",Y,Y,5.0,4.5,880,93,4.5,4.0,4.0
Rosa del Raval,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012","Mid-range, Mexican, Latin, Central American",€€-€€€,"Mexican, Latin, Central American",Y,Y,7.0,4.0,998,133,4.0,4.0,4.0
La Polpa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2015, Certificate of Excellence 2013","Mid-range, Mediterranean, Spanish, Vegetarian Friendly",€€-€€€,"Mediterranean, Spanish",Y,N,7.0,4.0,527,88,4.0,4.0,4.0
El Japones del Tragaluz,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Certificate of Excellence 2016,"Mid-range, Japanese, Sushi, Asian",€€-€€€,"Japanese, Sushi, Asian",Y,Y,7.0,4.0,575,43,4.0,4.0,4.0
Casa Mari y Rufo,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2016","Mid-range, Seafood, Mediterranean, Spanish",€€-€€€,"Seafood, Mediterranean, Spanish, Catalan",N,Y,5.0,4.0,379,57,4.5,3.5,3.0
L'oliva,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Certificate of Excellence 2016,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,N,,4.0,113,5,3.5,3.5,
El Dorado Chicken,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, Peruvian, Latin, Grill",€,"Peruvian, Latin, Grill",N,Y,4.0,4.5,638,144,4.5,4.5,
Colombo Tapas & Cocktails,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Certificate of Excellence 2017,"Mid-range, Bar, European, Spanish",€€-€€€,"Bar, European, Spanish",N,N,6.0,3.5,169,21,4.0,4.0,
Tonkotsu Ramen & asían street food,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Japanese, Asian, Soups",€€-€€€,"Japanese, Asian, Soups",Y,Y,7.0,3.5,253,23,3.5,3.5,
Taverna El Glop,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012","Mid-range, Seafood, Mediterranean, Catalan",€€-€€€,"Mediterranean, Seafood, Catalan",N,Y,7.0,4.0,1485,221,4.0,4.0,4.0
Euskal Etxea Taberna,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012","Mid-range, Mediterranean, European, Spanish",€€-€€€,,N,N,4.0,4.0,1358,258,4.0,4.0,4.0
Ramen Suita,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2016","Cheap Eats, Japanese, Asian, Soups",€,"Japanese, Asian, Soups",Y,N,,4.0,155,12,4.0,4.5,
Tallers 76,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2015","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",N,N,6.0,4.0,138,20,4.0,4.0,3.5
Bliss,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2017, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013","Mid-range, Cafe, Mediterranean, European",€€-€€€,"Cafe, Mediterranean, European, Spanish, Contemporary",Y,N,7.0,4.0,368,70,4.0,4.0,4.0
Kibuka,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014","Mid-range, Japanese, Sushi, Asian",€€-€€€,"Japanese, Sushi, Asian",Y,Y,7.0,4.0,900,63,4.5,3.5,3.5
El Laurel,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Cheap Eats, Latin, Argentinian, Vegetarian Friendly",€,"Latin, Argentinian",Y,N,7.0,4.5,210,35,4.5,4.5,4.0
Restaurante La Palmera,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013","Mid-range, French, Mediterranean, European",€€-€€€,"French, Mediterranean, European, Spanish, Catalan",Y,Y,6.0,4.5,369,89,4.5,4.5,4.0
Can Xurrades Gastronomic,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Fine Dining, Steakhouse, Mediterranean, European",€€€€,"Steakhouse, Mediterranean, European, Spanish",N,Y,6.0,4.5,527,27,4.5,4.5,4.0
Edelmann,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",N,N,,3.5,141,21,3.5,3.5,3.5
Ben Tips,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, Bar, European, Spanish",€,"Bar, European, Spanish",Y,N,7.0,4.0,185,14,4.0,4.0,
Ramen House Barcelona Izakaya,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, International, Asian, Vegetarian Friendly",€€-€€€,"International, Asian",Y,Y,7.0,4.5,558,135,4.5,4.5,4.5
Jou's Food Experience,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Bar, Mediterranean, Spanish",€€-€€€,"Bar, Mediterranean, Spanish",Y,N,7.0,4.0,141,10,4.0,4.5,
Kirin,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Chinese, Japanese, Sushi",€€-€€€,"Japanese, Sushi, Asian, Chinese",N,N,7.0,2.5,132,2,2.5,2.5,2.5
The Room Restaurant Terrace Bar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Bar, Mediterranean, European",€€-€€€,"Bar, Mediterranean, European, Spanish",N,N,7.0,3.0,133,9,3.0,3.0,
El Raco - Rambla Catalunya,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,7.0,4.0,858,140,4.0,4.0,4.0
Cacao Sampaka,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Dessert, Cafe",€€-€€€,Cafe,N,N,6.0,4.0,247,41,4.0,3.5,3.5
Hummus Barcelona Vegetarian Street Food,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Cheap Eats, Mediterranean, Middle Eastern, Vegetarian Friendly",€,"Mediterranean, Middle Eastern",Y,Y,7.0,4.5,511,154,4.5,4.5,
Siamo Buona Pizza,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019","Mid-range, Italian, Pizza, International",€€-€€€,"Italian, Pizza, International, Mediterranean, Sicilian, Southern-Italian",N,N,6.0,4.0,119,1,4.5,4.5,
EL PINTXO DE PETRITXOL,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020","Mid-range, Mediterranean, Spanish, Healthy",€€-€€€,"Mediterranean, Spanish, Healthy, Gastropub, Catalan",Y,N,7.0,4.5,1558,348,4.5,4.5,
Balthazar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,N,7.0,3.5,937,61,3.5,3.5,4.0
Tacos Tacos - Tamarit,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2016","Cheap Eats, Mexican, Fast food",€,"Fast food, Mexican",N,N,7.0,4.0,143,19,4.5,4.5,
Cervecería Catalana,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013","Mid-range, Mediterranean, European, Spanish",€€-€€€,,N,N,7.0,4.5,12635,3352,4.5,4.0,4.0
Flamant Restaurant,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,7.0,3.5,1152,59,3.5,3.5,4.0
La Fonda Paisa,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Certificate of Excellence 2018,"Mid-range, Latin, South American, Colombian",€€-€€€,"Latin, South American, Colombian",N,N,6.0,4.0,163,13,4.0,4.0,4.0
Tapa Tapa Passeig de Gràcia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",N,N,7.0,3.0,3740,217,3.5,3.0,3.5
Restaurante Can Cargol,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, Barbecue, Spanish",€€-€€€,"Mediterranean, Barbecue, Spanish, Catalan",N,N,7.0,3.5,416,26,3.5,3.5,3.5
Amaltea,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2011","Mid-range, Mediterranean, European, Vegetarian Friendly",€€-€€€,"Mediterranean, European",Y,Y,6.0,4.0,181,15,4.0,4.0,3.5
Dionisos,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, Greek",€€-€€€,"Mediterranean, Greek",N,N,,3.0,133,12,3.5,3.0,3.0
Travel Bar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Cheap Eats, Bar, Spanish, Pub",€,"Bar, Spanish, Pub",N,N,7.0,3.5,459,124,3.5,3.5,3.5
Cuines Santa Caterina,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2013, Certificate of Excellence 2012","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish, Catalan",Y,Y,7.0,4.0,2481,382,4.0,3.5,4.0
La Flauta,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012","Mid-range, Mediterranean, European, Spanish",€€-€€€,,N,N,6.0,4.5,3472,814,4.5,4.0,4.0
La Bodega,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013","Mid-range, Spanish, Vegetarian Friendly, Gluten Free Options",€€-€€€,Spanish,N,Y,7.0,4.0,319,35,4.5,4.5,4.0
Creperie Les 3 Pommes,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, French, European, Vegetarian Friendly",€€-€€€,"French, European",Y,N,6.0,4.0,112,5,4.0,4.5,4.0
Keik,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",,"Mid-range, Mediterranean, European, Vegetarian Friendly",€€-€€€,"European, Mediterranean",Y,N,7.0,4.0,143,4,4.0,3.5,4.0
Menssana,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016","Mid-range, Cafe, International, Mediterranean",€€-€€€,"Cafe, Mediterranean, European, Spanish, Healthy, International",Y,Y,7.0,4.5,1387,487,4.5,4.5,
Maoz,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013","Cheap Eats, Quick Bites, Fast food, Mediterranean",€,"Fast food, Mediterranean, Healthy, Middle Eastern",Y,Y,7.0,4.5,570,221,4.5,4.0,3.5
Filomena Gastrobar,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, Spanish, Fusion",€€-€€€,"Spanish, Fusion, Gastropub, Mediterranean",Y,N,6.0,4.5,121,37,4.5,5.0,
Federal,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]",Certificate of Excellence 2016,"Mid-range, Cafe, International, European",€€-€€€,"Cafe, European, Healthy, International",Y,Y,7.0,4.0,500,160,4.0,3.5,
Crema Canela,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2013, Certificate of Excellence 2012, Certificate of Excellence 2011","Mid-range, Italian, Bar, European",€€-€€€,"Italian, Bar, Central Asian, Dining bars, European",N,Y,7.0,4.0,1369,237,4.0,4.0,4.0
La Fianna,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2014, Certificate of Excellence 2013, Certificate of Excellence 2012","Mid-range, International, Mediterranean, Spanish",€€-€€€,"Mediterranean, Spanish, International",Y,N,7.0,4.0,324,69,4.0,4.0,4.5
Fenicia,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015","Mid-range, Lebanese, Mediterranean, Middle Eastern",€€-€€€,"Lebanese, Mediterranean, Middle Eastern",Y,Y,7.0,4.5,409,70,4.5,4.0,4.0
El Tall Iberic,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Mediterranean, European, Spanish",€€-€€€,"Mediterranean, European, Spanish",Y,Y,,4.5,188,13,4.5,4.5,
Shenanigans The Speakeasy,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Certificate of Excellence 2018, Certificate of Excellence 2017",Mid-range,€€-€€€,,N,N,5.0,4.5,106,71,4.0,4.5,5.0
Bristol · Gastropub,"[""Europe"", ""Spain"", ""Catalonia"", ""Province of Barcelona"", ""Barcelona""]","Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017","Mid-range, Healthy, Gastropub, Vegetarian Friendly",€€-€€€,,N,N,7.0,4.5,217,49,4.5,4.5,
